trans_period,DevelopmentRegion,RegionalDistrict,Municipality,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,no_foreign,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid
2017-06-01,Kootenay,EAST KOOTENAY,CITY OF KIMBERLEY,38,35,1,0,0,0,29,4,0,1,2,2,0,0,1,0,0,7653550,201409.2105,206500,94283.5,2130,0,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,CRANBROOK RURAL,23,22,12,0,0,0,10,0,0,0,0,0,0,0,0,1,0,8816520,383326.9565,363500,133078.4,5270,0,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,DISTRICT OF ELKFORD,13,13,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,1459000,112230.7692,58000,17360,580,0,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,DISTRICT OF INVERMERE,20,20,1,1,0,0,11,7,0,0,0,0,0,0,0,0,0,5224000,261200,264750,73125,3295,0,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,DISTRICT OF SPARWOOD,9,9,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2251500,250166.6667,277500,NA,NA,NA,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,FERNIE RURAL,15,15,3,0,1,0,8,3,0,0,0,0,0,0,0,0,0,4047850,269856.6667,212000,60357.5,2240,NA,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,INVERMERE RURAL,53,44,5,0,0,0,28,10,0,1,0,0,0,0,8,0,1,20720820.35,390958.8745,340000,331410.11,4800,NA,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,VILLAGE OF CANAL FLATS,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,299000,149500,149500,NA,NA,0,NA,NA,NA,NA
2017-06-01,Kootenay,EAST KOOTENAY,VILLAGE OF RADIUM HOT SPRINGS,18,18,0,0,0,0,4,13,0,1,0,0,0,0,0,0,0,4665661.9,259203.4389,169500,59936.1,1610,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,CITY OF GRAND FORKS,25,23,2,0,0,0,17,4,0,0,2,2,0,0,0,0,0,4553600,182144,162000,53680,1620,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,CITY OF GREENWOOD,4,3,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,116200,29050,29950,NA,NA,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,CITY OF ROSSLAND,22,22,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,5388300,244922.7273,239000,70526,2780,NA,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,CITY OF TRAIL,34,34,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,6316000,185764.7059,155000,75690,1550,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,GRAND FORKS RURAL,56,52,18,0,0,0,18,13,3,0,0,0,0,0,4,0,0,13407314.19,239416.3248,212500,177246.52,2250,NA,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,TRAIL RURAL,30,30,11,0,1,0,16,2,0,0,0,0,0,0,0,0,0,7783200,259440,263500,102596,3270,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF FRUITVALE,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1547555,309511,330000,21351.1,4600,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF MIDWAY,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1114000,222800,253000,12880,3060,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF MONTROSE,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,905000,301666.6667,315000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF WARFIELD,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1183900,236780,235000,13678,2700,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,FRASER VALLEY,CHILLIWACK RURAL,60,57,5,1,3,0,46,2,0,0,1,1,0,0,1,1,0,25148487,419141.45,267780.525,357108.1,1724.5,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,FRASER VALLEY,CITY OF ABBOTSFORD,538,520,3,0,5,3,250,223,1,35,11,2,8,1,0,6,1,285406685.6,530495.6981,473950,4518176.77,7160,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF CHILLIWACK,447,438,6,2,3,3,244,152,0,28,4,1,2,1,1,4,0,217282072.5,486089.6477,439900,3141924.02,6200,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF HOPE,48,48,3,2,0,0,38,4,0,1,0,0,0,0,0,0,0,18016090.41,375335.2169,337500,248654.97,4539,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF KENT,38,38,1,0,0,0,25,9,0,3,0,0,0,0,0,0,0,17586396.14,462799.8984,424950,214520,5419,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF MISSION,146,141,7,0,2,0,105,14,2,11,5,3,0,2,0,0,0,87147221.07,596898.7745,576500,1375077.49,9075,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,FRASER VALLEY,VILLAGE OF HARRISON HOT SPRINGS,8,5,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,2388900,298612.5,330000,34099,4600,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF BURNABY,588,575,0,1,0,5,160,344,3,62,12,8,2,2,0,0,1,848571973.3,1443149.614,769444,22264969.66,13670,42,192174547.4,4575584.462,969000,3595342.16
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF COQUITLAM,438,436,0,1,0,0,172,201,0,62,2,1,1,0,0,0,0,413402446.3,943841.2015,704900,9521679.29,12468,19,17679500,930500,805000,1921162.52
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF LANGLEY,147,145,0,0,0,0,29,92,0,24,1,1,0,0,0,0,1,68435484.6,465547.5143,355000,982285.86,4440,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF NEW WESTMINSTER,323,316,0,1,0,0,42,152,0,121,7,2,4,1,0,0,0,267435313.8,827973.1078,425000,5513763.68,6100,6,4334800,722466.6667,715450,186972.74
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF NORTH VANCOUVER,174,171,0,0,0,1,39,126,0,5,3,1,2,0,0,0,0,214478708,1232636.253,811500,4412897.55,14230,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF PORT COQUITLAM,184,176,1,1,0,0,60,97,1,16,8,0,0,8,0,0,0,128231493.6,696910.2913,593000,2278750.41,9860,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF PORT MOODY,122,122,0,1,0,0,42,76,0,3,0,0,0,0,0,0,0,119920639.3,982956.0598,726750,2300960.18,12535,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF RICHMOND,756,709,1,0,1,7,173,387,6,134,46,2,42,2,1,0,0,708870503.6,937659.3962,636450,17597131.72,11000,52,48547265,933601.25,674000,4650216.9
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF SURREY,1729,1702,10,6,2,4,755,724,13,188,22,6,15,1,0,3,2,1326732545,767340.9743,600000,24258337.41,9600,32,53455225,1670475.781,630900,1076743.1
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF VANCOUVER,1612,1553,0,5,0,28,370,903,2,245,55,10,35,10,0,0,4,2239714962,1389401.341,828000,53949360.61,14810,53,98326909.19,1855224.702,963500,7347981.5
2017-06-01,Mainland/Southwest,METRO VANCOUVER,CITY OF WHITE ROCK,74,73,0,1,0,2,30,36,1,3,1,0,0,1,0,0,0,71006508.98,959547.4186,671500,1905755.18,11430,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF BOWEN ISLAND,12,12,2,0,0,0,8,1,0,1,0,0,0,0,0,0,0,11350620,945885,709500,209646.2,12190,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,452,444,0,3,1,0,150,49,2,239,6,0,3,3,0,2,0,304401693.1,673455.0733,445400,5071697.51,6402.005,5,3057400,611480,532900,272340.01
2017-06-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF MAPLE RIDGE,305,300,6,1,0,0,145,95,3,50,4,0,0,4,0,0,1,193418670.1,634159.574,530000,3528629.44,8340,7,6593650,941950,1000000,461700.02
2017-06-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF NORTH VANCOUVER,174,173,0,1,0,1,114,51,0,6,1,0,1,0,0,0,0,279490347.2,1606266.363,1519500,5646961.83,28390,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF PITT MEADOWS,45,45,0,0,0,0,20,24,0,1,0,0,0,0,0,0,0,27006199,600137.7556,689900,452113.99,11798,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF WEST VANCOUVER,120,117,0,0,0,2,77,34,1,3,3,2,1,0,0,0,0,343960476.2,2866337.302,2665000,9874369.29,57950,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,LOWER MAINLAND RURAL,39,39,0,0,1,0,2,36,0,0,0,0,0,0,0,0,0,41662100,1068258.974,890000,1189426,16100,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,MAPLE RIDGE RURAL,17,11,5,0,1,0,5,0,0,0,0,0,0,0,6,0,0,5112606,300741.5294,213706,79152.12,2274.12,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,MUSQUEAM INDIAN BAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,TOWNSHIP OF LANGLEY,401,399,24,0,6,0,183,140,1,45,2,2,0,0,0,0,0,376214733.8,938191.356,745000,6922882.4,12600,5,3942757.14,788551.428,949000,184627.36
2017-06-01,Mainland/Southwest,METRO VANCOUVER,UNIVERSITY ENDOWMENT LANDS,5,5,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,19298683.1,3859736.62,1093000,1472569.29,19860,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4424000,1474666.667,1134000,NA,NA,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF LIONS BAY,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3595000,1198333.333,1150000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF LILLOOET,8,5,1,1,0,0,3,0,0,0,2,0,0,2,0,0,1,666080,83260,96000,6660.8,960,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF SQUAMISH,99,98,1,0,0,0,42,48,2,5,1,0,1,0,0,0,0,70241590.67,709511.0169,644903,1207381.81,10898.06,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF WHISTLER,137,125,0,0,0,1,35,58,29,2,4,0,4,0,6,0,2,127633904.6,931634.3401,599000,2492304.87,9980,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SQUAMISH-LILLOOET,LILLOOET RURAL,10,8,3,0,0,1,4,0,0,0,0,0,0,0,2,0,0,2957050,295705,183575,44589.5,1835.75,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SQUAMISH-LILLOOET,SQUAMISH RURAL,14,10,3,0,0,0,7,0,0,0,2,1,0,1,2,0,0,6972700,498050,459000,114330,7180,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SQUAMISH-LILLOOET,VILLAGE OF PEMBERTON,52,51,0,1,0,0,2,36,12,0,0,0,0,0,0,0,1,11678750,224591.3462,165572.19,148895.88,1655.725,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SUNSHINE COAST,DISTRICT OF SECHELT,41,41,4,1,0,1,24,10,0,1,0,0,0,0,0,0,0,31295088.57,763294.8432,480000,595712.9,7600,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SUNSHINE COAST,DISTRICT OF SECHELT INDIAN GOV'T,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,382500,191250,191250,NA,NA,0,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SUNSHINE COAST,SECHELT RURAL,82,75,15,0,0,0,57,1,2,0,2,0,0,2,3,0,2,53086389.55,647394.9945,510000,915549.96,8200,NA,NA,NA,NA,NA
2017-06-01,Mainland/Southwest,SUNSHINE COAST,TOWN OF GIBSONS,31,30,2,1,0,0,16,11,0,0,1,0,1,0,0,0,0,22581150,728424.1935,459000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF FORT ST. JAMES,7,5,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,2644564.88,377794.9829,160000,42215.65,1600,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF HOUSTON,11,4,0,1,0,0,3,0,0,0,5,5,0,0,0,2,0,3462100,314736.3636,190000,54387.18,1900,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF VANDERHOOF,16,15,4,0,0,0,11,0,0,0,1,1,0,0,0,0,0,3800240,237515,231250,50102.4,2625,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,SMITHERS RURAL,29,29,18,1,1,0,9,0,0,0,0,0,0,0,0,0,0,5085228.9,175352.7207,160052,62741.29,1600.52,NA,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,TOWN OF SMITHERS,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5704400,285220,307500,75388,4150,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,VANDERHOOF RURAL,19,15,8,0,0,0,7,0,0,0,0,0,0,0,3,1,0,3513500,184921.0526,180000,41920,1800,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF BURNS LAKE,5,4,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1940000,388000,225000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF FRASER LAKE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245000,245000,245000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF GRANISLE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9800,9800,9800,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF TELKWA,9,9,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1926000,214000,252500,23300,3050,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,KITIMAT-STIKINE,CITY OF TERRACE,13,13,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3564500,274192.3077,256000,46420,3120,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF KITIMAT,6,6,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,920853,153475.5,124000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF NEW HAZELTON,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73000,73000,73000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF STEWART,6,2,0,0,0,0,2,0,0,0,4,3,0,1,0,0,0,572000,95333.33333,25169.79,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,KITIMAT-STIKINE,TERRACE RURAL,23,22,15,0,0,1,6,0,0,0,1,1,0,0,0,0,0,3094080.46,134525.2374,115000,36189.8,1150,NA,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,KITIMAT-STIKINE,VILLAGE OF HAZELTON,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53850,53850,53850,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,NORTH COAST,CITY OF PRINCE RUPERT,36,36,0,0,0,0,33,2,1,0,0,0,0,0,0,0,0,8649316.67,240258.7964,228750,115326.67,2575,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,NORTH COAST,DISTRICT OF PORT EDWARD,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,185000,185000,185000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,NORTH COAST,PRINCE RUPERT RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,NORTH COAST,QUEEN CHARLOTTE RURAL,10,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2078000,207800,140500,28130,1405,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,NORTH COAST,VILLAGE OF MASSET,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,398000,132666.6667,129500,NA,NA,0,NA,NA,NA,NA
2017-06-01,Nechako & North Coast,NORTH COAST,VILLAGE OF PORT CLEMENTS,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,188500,94250,94250,NA,NA,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,CITY OF DAWSON CREEK,36,32,0,0,0,1,29,0,0,2,4,4,0,0,0,0,0,8895192.89,247088.6914,178750,113183.03,1767.5,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,CITY OF FORT ST. JOHN,49,43,0,1,0,0,39,2,0,1,6,5,0,1,0,0,0,25460661.04,519605.3273,342400,444521.85,4800,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DAWSON CREEK RURAL,31,20,11,0,3,0,6,0,0,0,0,0,0,0,1,8,2,5754716.53,185636.0171,120000,77597.15,1200,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF CHETWYND,11,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2626200,238745.4545,225000,32277,2500,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF HUDSON'S HOPE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239500,239500,239500,NA,NA,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF NORTHERN ROCKIES REGIONAL MUNICIPALITY,7,6,1,1,0,1,3,0,0,0,1,0,0,1,0,0,0,1822100,260300,61700,28821,617,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF TAYLOR,5,5,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1413255.81,282651.162,230000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF TUMBLER RIDGE,5,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,565000,113000,81000,NA,NA,NA,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,FORT ST. JOHN RURAL,54,13,10,0,1,0,2,0,0,0,2,2,0,0,0,38,1,13195743.19,244365.6146,178539.5,181637.44,1785.395,NA,NA,NA,NA,NA
2017-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,VILLAGE OF POUCE COUPE,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,772000,257333.3333,349000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,CENTRAL OKANAGAN RURAL,55,52,7,0,0,0,42,3,0,0,0,0,0,0,2,1,0,20821915.82,378580.2876,375000,325838.61,5500,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,CITY OF KELOWNA,565,558,11,2,5,1,268,232,4,35,6,1,3,2,0,1,0,330772008.8,585437.1838,482000,5393762.66,7380,10,4171788,417178.8,322500,NA
2017-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF LAKE COUNTRY,55,55,3,1,3,0,41,5,0,2,0,0,0,0,0,0,0,38937260.94,707950.1989,595538.75,611704,8640,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF PEACHLAND,23,23,0,0,0,0,16,5,1,1,0,0,0,0,0,0,0,11864471,515846.5652,535000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF WEST KELOWNA,149,149,1,0,0,2,100,36,0,10,0,0,0,0,0,0,0,88165903.94,591717.4761,565000,1393407.92,9060,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,WESTBANK FIRST NATION,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,385000,385000,385000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,CITY OF REVELSTOKE,29,28,0,1,0,0,24,2,0,1,1,1,0,0,0,0,0,10131500,349362.069,320000,149795.5,4400,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,DISTRICT OF SALMON ARM,114,111,7,1,1,0,75,21,0,6,1,1,0,0,0,2,0,40005077.52,350921.7326,336135,516338.81,4150,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,DISTRICT OF SICAMOUS,22,22,0,0,0,0,15,6,0,1,0,0,0,0,0,0,0,5870738.1,266851.7318,235500,79435.77,2710,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,GOLDEN RURAL,17,17,10,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5316904.76,312759.1035,271904.76,NA,NA,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,REVELSTOKE RURAL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578000,789000,789000,NA,NA,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,SALMON ARM RURAL,121,114,30,1,1,0,76,6,0,0,0,0,0,0,6,1,0,40094952.39,331363.2429,310000,600534.85,4200,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,TOWN OF GOLDEN,21,21,0,0,0,1,17,2,0,1,0,0,0,0,0,0,0,5928900,282328.5714,290000,81208,3800,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF ARMSTRONG,22,22,0,1,0,0,19,2,0,0,0,0,0,0,0,0,0,8369200,380418.1818,384950,110074,5230,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF ENDERBY,14,14,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3698400,264171.4286,265000,48743,3300,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF VERNON,248,235,39,4,1,3,134,50,0,4,12,7,3,2,0,0,1,106517168.4,429504.7113,350000,1704266.77,4860,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,NORTH OKANAGAN,DISTRICT OF COLDSTREAM,37,37,2,1,0,0,34,0,0,0,0,0,0,0,0,0,0,21346112.43,576921.9576,605000,343885.54,10000,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,NORTH OKANAGAN,DISTRICT OF SPALLUMCHEEN,20,19,9,0,5,0,5,0,0,0,0,0,0,0,0,1,0,7806500,390325,389250,119230,5785,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,NORTH OKANAGAN,VERNON RURAL,36,30,19,0,2,0,8,1,0,0,2,2,0,0,3,0,1,15567740.47,432437.2353,301000,249483.4,4020,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,NORTH OKANAGAN,VILLAGE OF LUMBY,11,10,0,0,0,0,9,0,0,1,1,1,0,0,0,0,0,2524600,229509.0909,229900,26430,1790.5,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,CITY OF PENTICTON,175,165,2,2,1,2,80,60,0,18,9,7,0,2,0,1,0,78533480.1,448762.7434,375876.01,1192610.46,5340,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,DISTRICT OF SUMMERLAND,50,48,0,0,0,1,32,14,0,1,0,0,0,0,0,2,0,22575800,451516,427000,355452,6540,NA,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,OLIVER RURAL,34,34,13,1,5,0,12,3,0,0,0,0,0,0,0,0,0,14502862.86,426554.79,352500,228144.72,5050,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,PENTICTON RURAL,39,37,10,0,3,0,23,0,1,0,1,1,0,0,1,0,0,24015027,615769.9231,586000,410119.54,9720,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,PRINCETON RURAL,18,16,6,0,1,0,9,0,0,0,0,0,0,0,0,2,0,6662500,370138.8889,210000,103100,2200,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,TOWN OF OLIVER,46,42,1,0,0,0,28,9,0,4,3,3,0,0,1,0,0,15304312.4,332702.4435,309950,215683,3948,0,NA,NA,NA,NA
2017-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,TOWN OF OSOYOOS,48,41,2,0,0,0,22,16,1,0,2,2,0,0,5,0,0,14754000,307375,220000,213165,2400,0,NA,NA,NA,NA
